,filename,season,tod,ebird_code,country,counts
283,XC113808.wav,summer,morning,brespa,United States,100
291,XC113821.wav,summer,morning,bnhcow,United States,100
294,XC113826.wav,summer,morning,daejun,United States,100
310,XC114087.wav,spring,morning,amegfi,United States,100
314,XC114342.wav,summer,morning,amegfi,Canada,100
330,XC114591.wav,winter,day,whbnut,United States,100
332,XC114666.wav,winter,morning,whcspa,United States,100
333,XC114667.wav,winter,morning,daejun,United States,100
338,XC11493.wav,summer,unknown,cacwre,Mexico,100
343,XC115025.wav,winter,day,rebwoo,United States,100
348,XC115431.wav,winter,day,dowwoo,United States,100
357,XC11582.wav,summer,unknown,whbnut,Mexico,100
377,XC116589.wav,winter,day,swaspa,Canada,100
388,XC118417.wav,winter,day,dowwoo,United States,100
390,XC11846.wav,spring,unknown,norcar,United States,100
401,XC118749.wav,winter,morning,bewwre,Mexico,100
404,XC119596.wav,spring,day,herthr,United States,100
407,XC120607.wav,spring,day,foxspa,United States,100
409,XC120842.wav,winter,day,annhum,United States,100
410,XC120843.wav,winter,day,annhum,United States,100
415,XC120862.wav,summer,day,indbun,United States,100
434,XC121070.wav,winter,morning,whbnut,United States,100
444,XC121434.wav,winter,day,daejun,United States,100
445,XC121435.wav,winter,day,annhum,United States,100
446,XC121436.wav,winter,day,whcspa,United States,100
470,XC122453.wav,spring,day,bewwre,United States,100
471,XC122455.wav,spring,day,astfly,United States,100
479,XC122806.wav,spring,morning,astfly,United States,100
480,XC122807.wav,spring,morning,astfly,United States,100
481,XC122809.wav,summer,morning,astfly,United States,100
482,XC122810.wav,summer,morning,astfly,United States,100
483,XC122811.wav,spring,morning,astfly,United States,100
484,XC122812.wav,fall,morning,astfly,United States,100
485,XC122813.wav,summer,morning,astfly,United States,100
486,XC122814.wav,summer,morning,astfly,United States,100
487,XC122815.wav,summer,morning,astfly,United States,100
488,XC122816.wav,summer,morning,astfly,United States,100
489,XC122817.wav,summer,morning,astfly,United States,100
490,XC122818.wav,summer,morning,astfly,United States,100
491,XC122819.wav,summer,morning,astfly,United States,100
492,XC122820.wav,summer,morning,astfly,United States,100
493,XC122821.wav,summer,morning,astfly,United States,100
494,XC122822.wav,summer,morning,astfly,United States,100
495,XC122824.wav,summer,morning,astfly,United States,100
496,XC122825.wav,summer,morning,astfly,United States,100
497,XC122826.wav,summer,morning,astfly,United States,100
500,XC122892.wav,summer,morning,astfly,United States,100
501,XC122895.wav,summer,morning,astfly,United States,100
502,XC122896.wav,summer,day,astfly,United States,100
503,XC122898.wav,spring,morning,astfly,United States,100
504,XC122900.wav,spring,morning,astfly,United States,100
505,XC122904.wav,summer,morning,astfly,United States,100
506,XC122908.wav,summer,morning,astfly,United States,100
507,XC122909.wav,summer,morning,astfly,United States,100
508,XC122910.wav,summer,morning,astfly,United States,100
509,XC122911.wav,summer,morning,astfly,United States,100
510,XC122912.wav,summer,morning,astfly,United States,100
511,XC122913.wav,summer,morning,astfly,United States,100
512,XC122914.wav,summer,morning,astfly,United States,100
513,XC122915.wav,summer,morning,astfly,United States,100
514,XC122916.wav,spring,morning,astfly,United States,100
515,XC122918.wav,spring,morning,astfly,United States,100
516,XC122922.wav,summer,morning,astfly,United States,100
517,XC122924.wav,summer,morning,astfly,United States,100
529,XC123370.wav,spring,day,bewwre,United States,100
554,XC123895.wav,spring,day,indbun,United States,100
555,XC123896.wav,spring,day,indbun,United States,100
569,XC123985.wav,spring,morning,pasfly,United States,100
570,XC123997.wav,spring,day,pasfly,United States,100
571,XC123999.wav,spring,morning,pasfly,United States,100
572,XC124001.wav,spring,morning,pasfly,United States,100
597,XC124312.wav,spring,morning,amegfi,United States,100
619,XC124484.wav,winter,day,annhum,United States,100
624,XC124497.wav,summer,day,indbun,United States,100
641,XC124590.wav,spring,day,astfly,United States,100
642,XC124591.wav,summer,unknown,astfly,United States,100
643,XC124593.wav,summer,unknown,astfly,United States,100
644,XC124595.wav,spring,morning,astfly,United States,100
663,XC124754.wav,spring,unknown,rebwoo,United States,100
699,XC124889.wav,spring,unknown,indbun,United States,100
701,XC124960.wav,spring,day,pasfly,United States,100
702,XC124961.wav,spring,unknown,pasfly,United States,100
703,XC124962.wav,spring,unknown,pasfly,United States,100
704,XC124963.wav,summer,day,pasfly,United States,100
705,XC124964.wav,spring,unknown,pasfly,United States,100
706,XC124966.wav,summer,unknown,pasfly,United States,100
707,XC124967.wav,summer,unknown,pasfly,United States,100
708,XC124968.wav,summer,unknown,pasfly,United States,100
709,XC124969.wav,summer,unknown,pasfly,United States,100
710,XC124970.wav,summer,unknown,pasfly,United States,100
711,XC124971.wav,spring,unknown,pasfly,United States,100
712,XC124972.wav,spring,morning,pasfly,United States,100
713,XC124973.wav,spring,unknown,pasfly,United States,100
714,XC124975.wav,spring,day,pasfly,United States,100
715,XC124976.wav,spring,morning,pasfly,United States,100
725,XC125069.wav,spring,unknown,daejun,United States,100
726,XC125070.wav,spring,unknown,daejun,United States,100
727,XC125072.wav,summer,unknown,daejun,United States,100
728,XC125073.wav,summer,unknown,daejun,United States,100
729,XC125075.wav,spring,unknown,daejun,United States,100
730,XC125076.wav,spring,unknown,daejun,United States,100
731,XC125077.wav,spring,unknown,daejun,United States,100
732,XC125078.wav,spring,day,daejun,United States,100
733,XC125081.wav,summer,day,daejun,United States,100
735,XC125091.wav,spring,morning,brespa,United States,100
736,XC125093.wav,spring,morning,brespa,United States,100
737,XC125094.wav,spring,morning,brespa,United States,100
738,XC125095.wav,summer,unknown,brespa,United States,100
739,XC125096.wav,summer,morning,brespa,United States,100
740,XC125168.wav,spring,unknown,brespa,United States,100
741,XC125169.wav,spring,unknown,brespa,United States,100
742,XC125171.wav,spring,day,brespa,United States,100
743,XC125173.wav,spring,morning,brespa,United States,100
744,XC125176.wav,spring,morning,brespa,United States,100
745,XC125178.wav,spring,unknown,brespa,United States,100
753,XC125237.wav,spring,unknown,indbun,United States,100
756,XC125252.wav,summer,unknown,whcspa,United States,100
759,XC125259.wav,spring,unknown,pasfly,United States,100
763,XC125284.wav,spring,morning,norcar,United States,100
779,XC125507.wav,spring,day,comgra,United States,100
803,XC125725.wav,spring,day,daejun,United States,100
804,XC125727.wav,spring,morning,brespa,United States,100
805,XC125729.wav,spring,morning,brespa,United States,100
808,XC125762.wav,spring,day,whcspa,United States,100
809,XC125768.wav,spring,morning,whcspa,United States,100
810,XC125772.wav,spring,unknown,whcspa,United States,100
811,XC125774.wav,summer,unknown,whcspa,United States,100
816,XC126425.wav,spring,day,gnttow,United States,100
817,XC126430.wav,spring,unknown,gnttow,United States,100
818,XC126435.wav,spring,day,gnttow,United States,100
819,XC126437.wav,summer,unknown,gnttow,United States,100
820,XC126440.wav,spring,unknown,gnttow,United States,100
821,XC126441.wav,spring,unknown,gnttow,United States,100
822,XC126444.wav,summer,unknown,gnttow,United States,100
823,XC126446.wav,summer,morning,gnttow,United States,100
824,XC126447.wav,summer,unknown,gnttow,United States,100
825,XC126451.wav,spring,unknown,gnttow,United States,100
826,XC126455.wav,summer,unknown,gnttow,United States,100
827,XC126456.wav,summer,morning,gnttow,United States,100
828,XC126457.wav,spring,unknown,gnttow,United States,100
829,XC126459.wav,summer,day,gnttow,United States,100
830,XC126460.wav,summer,morning,gnttow,United States,100
831,XC126461.wav,spring,unknown,gnttow,United States,100
832,XC126462.wav,summer,morning,gnttow,United States,100
833,XC126473.wav,summer,unknown,gnttow,United States,100
834,XC126474.wav,summer,day,gnttow,United States,100
835,XC126475.wav,spring,morning,gnttow,United States,100
836,XC126476.wav,summer,day,gnttow,United States,100
837,XC126477.wav,spring,morning,gnttow,United States,100
838,XC126478.wav,spring,unknown,spotow,United States,100
839,XC126480.wav,spring,unknown,marwre,United States,100
840,XC126629.wav,summer,unknown,spotow,United States,100
841,XC126631.wav,spring,unknown,spotow,United States,100
842,XC126634.wav,summer,day,spotow,United States,100
843,XC126638.wav,summer,day,spotow,United States,100
844,XC126646.wav,spring,unknown,spotow,United States,100
845,XC126654.wav,summer,day,spotow,United States,100
846,XC126656.wav,summer,morning,spotow,United States,100
847,XC126657.wav,spring,unknown,spotow,United States,100
848,XC126658.wav,summer,unknown,spotow,United States,100
849,XC126659.wav,spring,unknown,spotow,United States,100
850,XC126661.wav,summer,morning,spotow,United States,100
851,XC126662.wav,spring,unknown,spotow,United States,100
852,XC126663.wav,spring,unknown,spotow,United States,100
853,XC126671.wav,summer,day,spotow,United States,100
854,XC126678.wav,spring,unknown,spotow,United States,100
855,XC126679.wav,summer,day,spotow,United States,100
856,XC126691.wav,spring,day,spotow,United States,100
857,XC126997.wav,summer,day,spotow,United States,100
858,XC127002.wav,summer,morning,spotow,United States,100
869,XC127600.wav,spring,morning,amegfi,United States,100
879,XC128005.wav,spring,morning,rebwoo,United States,100
887,XC128237.wav,spring,unknown,marwre,United States,100
888,XC128240.wav,spring,unknown,whcspa,United States,100
889,XC128249.wav,spring,day,bnhcow,United States,100
890,XC128490.wav,spring,morning,amerob,United States,100
894,XC128909.wav,spring,morning,spotow,United States,100
896,XC128942.wav,spring,morning,bulori,United States,100
904,XC129083.wav,spring,day,whbnut,United States,100
906,XC129353.wav,fall,day,rebwoo,United States,100
907,XC129477.wav,spring,morning,gockin,United States,100
909,XC129646.wav,spring,morning,sonspa,United States,100
911,XC129650.wav,spring,day,bnhcow,United States,100
915,XC129781.wav,spring,morning,whcspa,United States,100
917,XC129798.wav,spring,morning,amerob,United States,100
919,XC129803.wav,spring,morning,marwre,United States,100
924,XC130507.wav,spring,day,buggna,United States,100
925,XC130508.wav,spring,morning,buggna,United States,100
926,XC130510.wav,spring,morning,buggna,United States,100
927,XC130511.wav,spring,morning,buggna,United States,100
928,XC130512.wav,spring,morning,buggna,United States,100
959,XC130706.wav,spring,morning,comgra,United States,100
985,XC131030.wav,spring,day,swaspa,United States,100
986,XC131033.wav,spring,day,swaspa,United States,100
991,XC131087.wav,spring,day,comgra,United States,100
992,XC131088.wav,spring,night,comgra,United States,100
993,XC131089.wav,spring,night,comgra,United States,100
994,XC131090.wav,spring,night,comgra,United States,100
995,XC131091.wav,spring,morning,comgra,United States,100
996,XC131093.wav,spring,morning,amerob,United States,100
1000,XC131442.wav,summer,morning,annhum,United States,100
1011,XC131543.wav,summer,morning,spotow,United States,100
1012,XC131544.wav,summer,morning,spotow,United States,100
1016,XC131557.wav,summer,day,warvir,United States,100
1017,XC131559.wav,summer,day,bnhcow,United States,100
1021,XC131566.wav,summer,morning,bnhcow,United States,100
1022,XC131567.wav,summer,morning,bnhcow,United States,100
1023,XC131568.wav,summer,morning,warvir,United States,100
1027,XC131637.wav,spring,day,amegfi,United States,100
1031,XC131723.wav,spring,day,indbun,United States,100
1042,XC131953.wav,spring,day,daejun,Canada,100
1043,XC131954.wav,spring,day,gockin,Canada,100
1044,XC131956.wav,spring,day,purfin,Canada,100
1047,XC131959.wav,spring,morning,sonspa,Canada,100
1048,XC131960.wav,spring,morning,sonspa,Canada,100
1050,XC131962.wav,spring,morning,whbnut,Canada,100
1054,XC132145.wav,spring,morning,buggna,United States,100
1056,XC132216.wav,summer,morning,annhum,United States,100
1057,XC132217.wav,winter,morning,annhum,United States,100
1058,XC132219.wav,winter,morning,annhum,United States,100
1059,XC132220.wav,winter,morning,annhum,United States,100
1060,XC132223.wav,fall,day,annhum,United States,100
1061,XC132224.wav,fall,morning,annhum,United States,100
1062,XC132226.wav,fall,day,annhum,United States,100
1063,XC132229.wav,fall,day,annhum,United States,100
1064,XC132236.wav,fall,day,annhum,United States,100
1065,XC132237.wav,fall,day,annhum,United States,100
1066,XC132239.wav,fall,day,annhum,United States,100
1067,XC132241.wav,fall,day,annhum,United States,100
1068,XC132243.wav,summer,day,annhum,United States,100
1069,XC132246.wav,spring,morning,annhum,United States,100
1070,XC132248.wav,fall,day,annhum,United States,100
1071,XC132250.wav,winter,day,annhum,United States,100
1072,XC132251.wav,spring,morning,annhum,United States,100
1073,XC132254.wav,winter,unknown,annhum,United States,100
1074,XC132255.wav,winter,day,annhum,United States,100
1075,XC132256.wav,fall,morning,annhum,United States,100
1076,XC132257.wav,spring,unknown,annhum,United States,100
1077,XC132258.wav,fall,morning,annhum,United States,100
1123,XC132395.wav,spring,night,swaspa,Canada,100
1143,XC132814.wav,spring,day,herthr,United States,100
1144,XC132816.wav,spring,day,herthr,United States,100
1185,XC132864.wav,spring,night,amerob,United States,100
1192,XC132871.wav,spring,day,foxspa,United States,100
1205,XC132895.wav,spring,morning,cacwre,United States,100
1226,XC132925.wav,spring,morning,warvir,United States,100
1234,XC133039.wav,spring,morning,bnhcow,United States,100
1241,XC133319.wav,spring,morning,swaspa,United States,100
1252,XC133564.wav,spring,day,amegfi,United States,100
1253,XC133565.wav,spring,day,amegfi,United States,100
1254,XC133569.wav,spring,day,amegfi,United States,100
1289,XC133989.wav,spring,night,herthr,United States,100
1292,XC133995.wav,summer,unknown,purfin,United States,100
1293,XC133996.wav,spring,morning,brespa,United States,100
1295,XC133999.wav,spring,morning,scoori,United States,100
1300,XC134018.wav,spring,unknown,comgra,United States,100
1327,XC134508.wav,spring,morning,daejun,Canada,100
1328,XC134511.wav,spring,day,gockin,Canada,100
1349,XC134747.wav,spring,morning,indbun,United States,100
1363,XC134876.wav,spring,morning,bnhcow,United States,100
1365,XC134879.wav,spring,day,dowwoo,United States,100
1385,XC135071.wav,summer,unknown,gockin,United States,100
1389,XC135083.wav,summer,unknown,purfin,United States,100
1394,XC135088.wav,spring,unknown,herthr,United States,100
1396,XC135090.wav,spring,unknown,rebwoo,United States,100
1414,XC135136.wav,spring,day,foxspa,United States,100
1444,XC135492.wav,spring,day,bkhgro,United States,100
1466,XC135545.wav,spring,day,daejun,United States,100
1467,XC135546.wav,spring,morning,daejun,United States,100
1468,XC135547.wav,spring,day,daejun,United States,100
1472,XC135594.wav,spring,day,gockin,United States,100
1473,XC135596.wav,spring,day,gockin,United States,100
1474,XC135597.wav,spring,day,gockin,United States,100
1475,XC135599.wav,spring,morning,gockin,United States,100
1482,XC135614.wav,spring,day,herthr,United States,100
1483,XC135620.wav,spring,day,indbun,United States,100
1484,XC135621.wav,spring,day,indbun,United States,100
1538,XC136021.wav,summer,morning,bkhgro,United States,100
1542,XC136038.wav,summer,morning,pasfly,Canada,100
1555,XC136140.wav,summer,unknown,bkhgro,United States,100
1587,XC137542.wav,summer,morning,herthr,Canada,100
1590,XC137556.wav,summer,morning,purfin,Canada,100
1592,XC137561.wav,summer,morning,purfin,Canada,100
1600,XC137583.wav,summer,day,norcar,United States,100
1602,XC137595.wav,summer,morning,warvir,United States,100
1608,XC137605.wav,spring,day,buggna,United States,100
1612,XC137618.wav,spring,day,brespa,Canada,100
1616,XC137640.wav,summer,day,indbun,United States,100
1619,XC137646.wav,spring,day,swaspa,Canada,100
1620,XC137655.wav,summer,morning,swaspa,Canada,100
1621,XC137657.wav,summer,morning,swaspa,Canada,100
1626,XC137714.wav,summer,morning,buggna,United States,100
1638,XC137823.wav,summer,day,gnttow,United States,100
1656,XC138011.wav,summer,morning,swaspa,Canada,100
1657,XC138037.wav,summer,morning,comgra,United States,100
1668,XC138063.wav,spring,morning,amerob,United States,100
1677,XC138075.wav,spring,morning,norcar,United States,100
1681,XC138084.wav,summer,morning,brespa,United States,100
1682,XC138085.wav,summer,morning,brespa,United States,100
1683,XC138086.wav,summer,morning,gnttow,United States,100
1684,XC138087.wav,winter,morning,foxspa,United States,100
1685,XC138089.wav,spring,morning,warvir,United States,100
1690,XC138151.wav,fall,morning,daejun,United States,100
1692,XC138153.wav,fall,morning,swaspa,United States,100
1699,XC138239.wav,summer,day,herthr,United States,100
1700,XC138241.wav,summer,day,herthr,United States,100
1701,XC138245.wav,summer,day,herthr,United States,100
1702,XC138247.wav,summer,day,herthr,United States,100
1703,XC138259.wav,summer,day,herthr,United States,100
1704,XC138263.wav,summer,day,herthr,United States,100
1705,XC138266.wav,summer,day,herthr,United States,100
1706,XC138270.wav,summer,day,herthr,United States,100
1707,XC138273.wav,summer,day,herthr,United States,100
1711,XC138287.wav,summer,day,herthr,United States,100
1726,XC138337.wav,summer,morning,sonspa,Canada,100
1727,XC138338.wav,summer,morning,sonspa,Canada,100
1728,XC138340.wav,summer,morning,sonspa,Canada,100
1730,XC138485.wav,summer,day,rebwoo,United States,100
1755,XC138704.wav,summer,morning,daejun,United States,100
1765,XC139056.wav,summer,morning,daejun,United States,100
1772,XC139086.wav,spring,day,amerob,United States,100
1813,XC139623.wav,summer,day,daejun,United States,100
1814,XC139626.wav,summer,day,gockin,United States,100
1815,XC139628.wav,summer,day,gockin,United States,100
1816,XC139633.wav,summer,morning,herthr,United States,100
1817,XC139635.wav,summer,morning,herthr,United States,100
1818,XC139638.wav,summer,morning,herthr,United States,100
1819,XC139639.wav,summer,morning,herthr,United States,100
1820,XC139640.wav,summer,morning,herthr,United States,100
1840,XC139798.wav,spring,day,amegfi,United States,100
1842,XC139818.wav,summer,day,herthr,Canada,100
1855,XC139859.wav,spring,day,brespa,United States,100
1884,XC139911.wav,summer,morning,sonspa,Canada,100
1887,XC139916.wav,summer,day,bnhcow,United States,100
1893,XC139927.wav,summer,day,warvir,United States,100
1895,XC139929.wav,summer,day,whcspa,United States,100
1907,XC139969.wav,summer,morning,purfin,United States,100
1920,XC140127.wav,spring,morning,cacwre,United States,100
1921,XC140128.wav,spring,morning,cacwre,United States,100
1924,XC140139.wav,summer,morning,daejun,United States,100
1926,XC140231.wav,summer,morning,swaspa,United States,100
1927,XC140240.wav,summer,morning,swaspa,United States,100
1935,XC140269.wav,summer,day,foxspa,United States,100
1937,XC140277.wav,summer,morning,warvir,United States,100
1948,XC140466.wav,summer,day,norcar,United States,100
1956,XC140675.wav,summer,morning,gnttow,United States,100
1968,XC140975.wav,spring,day,rebwoo,United States,100
1987,XC141314.wav,winter,morning,foxspa,United States,100
1988,XC141315.wav,summer,day,rebwoo,United States,100
1994,XC141344.wav,summer,morning,astfly,United States,100
1995,XC141345.wav,summer,morning,astfly,United States,100
2010,XC141444.wav,summer,day,bnhcow,United States,100
2011,XC141445.wav,summer,day,bnhcow,United States,100
2012,XC141458.wav,summer,day,buggna,United States,100
2017,XC141469.wav,spring,morning,amegfi,United States,100
2023,XC141480.wav,summer,day,indbun,United States,100
2070,XC141826.wav,summer,day,dowwoo,United States,100
2071,XC141827.wav,summer,day,dowwoo,United States,100
2098,XC142119.wav,summer,day,warvir,United States,100
2105,XC142215.wav,summer,morning,dowwoo,United States,100
2132,XC142595.wav,summer,night,herthr,United States,100
2133,XC142596.wav,summer,night,herthr,United States,100
2134,XC142619.wav,summer,day,sonspa,United States,100
2135,XC142621.wav,summer,day,sonspa,United States,100
2142,XC142681.wav,summer,day,indbun,Canada,100
2153,XC142826.wav,summer,day,pasfly,Canada,100
2165,XC143183.wav,summer,day,indbun,United States,100
2166,XC143211.wav,summer,day,whcspa,United States,100
2232,XC143795.wav,spring,day,marwre,United States,100
2235,XC143800.wav,summer,morning,norcar,United States,100
2236,XC143801.wav,summer,day,norcar,United States,100
2237,XC143802.wav,summer,day,norcar,United States,100
2238,XC143803.wav,summer,day,norcar,United States,100
2239,XC143804.wav,summer,day,norcar,United States,100
2240,XC143808.wav,spring,day,scoori,United States,100
2264,XC144069.wav,spring,day,buggna,United States,100
2269,XC144084.wav,summer,morning,dowwoo,United States,100
2270,XC144085.wav,summer,morning,dowwoo,United States,100
2275,XC144101.wav,spring,day,annhum,United States,100
2277,XC144107.wav,summer,night,herthr,United States,100
2279,XC144121.wav,summer,day,herthr,United States,100
2291,XC144600.wav,summer,morning,marwre,United States,100
2294,XC144653.wav,summer,morning,indbun,United States,100
2300,XC144669.wav,summer,morning,purfin,United States,100
2308,XC144683.wav,summer,day,gockin,United States,100
2313,XC144703.wav,summer,day,warvir,United States,100
2316,XC144751.wav,summer,morning,marwre,United States,100
2351,XC145836.wav,summer,day,rebwoo,United States,100
2352,XC145837.wav,summer,day,rebwoo,United States,100
2353,XC145838.wav,summer,day,rebwoo,United States,100
2354,XC145839.wav,summer,day,rebwoo,United States,100
2359,XC145883.wav,summer,morning,warvir,United States,100
2380,XC146076.wav,summer,day,warvir,Mexico,100
2381,XC146080.wav,summer,morning,bkhgro,United States,100
2382,XC146082.wav,summer,morning,bkhgro,United States,100
2383,XC146083.wav,summer,morning,bkhgro,United States,100
2385,XC146086.wav,summer,morning,bnhcow,United States,100
2387,XC146149.wav,spring,day,cacwre,United States,100
2391,XC146160.wav,spring,morning,spotow,United States,100
2396,XC146197.wav,summer,morning,gockin,United States,100
2406,XC146297.wav,summer,day,amerob,United States,100
2430,XC147059.wav,fall,day,buggna,Mexico,100
2446,XC147290.wav,spring,day,brespa,United States,100
2447,XC147291.wav,spring,morning,brespa,United States,100
2448,XC147292.wav,spring,day,brespa,United States,100
2455,XC147344.wav,spring,day,gnttow,United States,100
2489,XC147524.wav,summer,day,whcspa,United States,100
2491,XC147526.wav,summer,day,foxspa,United States,100
2493,XC147530.wav,summer,morning,foxspa,United States,100
2497,XC147696.wav,summer,morning,comgra,Canada,100
2510,XC147920.wav,fall,day,sonspa,Mexico,100
2520,XC149066.wav,fall,day,swaspa,United States,100
2523,XC149098.wav,fall,day,gockin,Mexico,100
2524,XC149099.wav,fall,day,gockin,Mexico,100
2525,XC149106.wav,fall,morning,indbun,United States,100
2532,XC149218.wav,summer,morning,marwre,United States,100
2536,XC149225.wav,summer,morning,brespa,United States,100
2545,XC149253.wav,summer,morning,bnhcow,Canada,100
2546,XC149254.wav,summer,morning,comgra,Canada,100
2561,XC149321.wav,summer,morning,foxspa,United States,100
2566,XC149346.wav,summer,day,marwre,United States,100
2568,XC149383.wav,spring,night,foxspa,United States,100
2585,XC149407.wav,spring,day,sonspa,United States,100
2586,XC149408.wav,spring,day,sonspa,United States,100
2588,XC149410.wav,spring,day,sonspa,United States,100
2590,XC149412.wav,spring,day,sonspa,United States,100
2594,XC149417.wav,summer,day,sonspa,United States,100
2596,XC149419.wav,summer,day,sonspa,United States,100
2597,XC149420.wav,summer,day,sonspa,United States,100
2615,XC149447.wav,summer,morning,marwre,United States,100
2638,XC149514.wav,fall,morning,rebwoo,United States,100
2654,XC149583.wav,summer,morning,herthr,United States,100
2655,XC149591.wav,summer,morning,bnhcow,United States,100
2688,XC150365.wav,fall,day,cacwre,Mexico,100
2691,XC151103.wav,fall,night,annhum,United States,100
2692,XC151269.wav,fall,day,gnttow,United States,100
2707,XC152402.wav,fall,morning,marwre,United States,100
2709,XC152404.wav,fall,day,herthr,United States,100
2713,XC152456.wav,fall,day,bewwre,Mexico,100
2718,XC152518.wav,summer,day,whcspa,United States,100
2719,XC152586.wav,spring,day,daejun,United States,100
2725,XC152797.wav,summer,day,herthr,United States,100
2733,XC153035.wav,fall,day,annhum,United States,100
2747,XC153404.wav,summer,morning,gockin,United States,100
2750,XC153407.wav,winter,morning,daejun,Canada,100
2776,XC153526.wav,winter,day,rebwoo,United States,100
2778,XC153551.wav,spring,day,comgra,United States,100
2779,XC153552.wav,spring,day,amegfi,United States,100
2781,XC153555.wav,summer,day,sonspa,United States,100
2783,XC153557.wav,summer,day,indbun,United States,100
2805,XC153696.wav,winter,day,swaspa,United States,100
2806,XC153697.wav,winter,morning,swaspa,United States,100
2807,XC153698.wav,winter,morning,swaspa,United States,100
2808,XC153699.wav,spring,day,swaspa,United States,100
2809,XC153700.wav,spring,morning,swaspa,United States,100
2810,XC153707.wav,spring,day,swaspa,United States,100
2823,XC153847.wav,winter,day,foxspa,United States,100
2842,XC154305.wav,winter,morning,foxspa,United States,100
2843,XC154306.wav,winter,morning,gockin,United States,100
2852,XC154721.wav,winter,day,foxspa,United States,100
2853,XC154722.wav,winter,day,foxspa,United States,100
2878,XC155232.wav,summer,morning,sonspa,United States,100
2879,XC155234.wav,winter,morning,sonspa,United States,100
2880,XC155236.wav,winter,day,sonspa,United States,100
2881,XC155237.wav,summer,morning,sonspa,United States,100
2894,XC155891.wav,winter,morning,foxspa,United States,100
2909,XC156487.wav,summer,day,whcspa,United States,100
2911,XC156522.wav,spring,day,spotow,Canada,100
2913,XC156524.wav,spring,day,whcspa,Canada,100
2915,XC156529.wav,spring,day,purfin,Canada,100
2925,XC156729.wav,spring,day,spotow,Canada,100
2929,XC156739.wav,fall,morning,whcspa,Canada,100
2930,XC156740.wav,spring,day,whcspa,Canada,100
2932,XC156765.wav,spring,day,whcspa,United States,100
2934,XC156767.wav,spring,morning,pasfly,Canada,100
2938,XC156788.wav,spring,day,amegfi,Canada,100
2939,XC156822.wav,winter,day,annhum,United States,100
2942,XC157426.wav,spring,day,purfin,Canada,100
2943,XC157427.wav,spring,day,purfin,Canada,100
2944,XC157431.wav,summer,day,purfin,Canada,100
2949,XC157457.wav,summer,day,amegfi,Canada,100
2962,XC157622.wav,spring,morning,warvir,Canada,100
2966,XC157638.wav,summer,morning,bkhgro,Canada,100
2969,XC157666.wav,winter,day,annhum,United States,100
2979,XC157764.wav,winter,morning,foxspa,United States,100
2981,XC157766.wav,summer,day,foxspa,United States,100
2982,XC157768.wav,summer,morning,foxspa,United States,100
2983,XC157773.wav,summer,morning,whcspa,United States,100
2989,XC157886.wav,summer,morning,foxspa,United States,100
2990,XC157887.wav,summer,morning,foxspa,United States,100
2995,XC158368.wav,winter,day,gnttow,Mexico,100
3001,XC158401.wav,winter,day,astfly,Mexico,100
3004,XC158415.wav,winter,day,buggna,Mexico,100
3010,XC158532.wav,summer,day,pasfly,Canada,100
3038,XC160906.wav,winter,morning,annhum,United States,100
3039,XC160907.wav,spring,day,annhum,United States,100
3040,XC160908.wav,spring,day,annhum,United States,100
3041,XC160910.wav,spring,day,annhum,United States,100
